,REF_DATE,GEO,Sex,Age group,Income source,Statistics,SCALAR_FACTOR,VALUE
1198279,2007,"Montréal, Quebec",Females,45 to 54 years,Total income,Median income (excluding zeros),units,35700.0
1198354,2007,"Montréal, Quebec",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,30700.0
1198429,2007,"Montréal, Quebec",Males,55 to 64 years,Total income,Median income (excluding zeros),units,41800.0
1198504,2007,"Montréal, Quebec",Females,55 to 64 years,Total income,Median income (excluding zeros),units,24300.0
1198579,2007,"Montréal, Quebec",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,24900.0
1198654,2007,"Montréal, Quebec",Males,65 years and over,Total income,Median income (excluding zeros),units,28100.0
1198729,2007,"Montréal, Quebec",Females,65 years and over,Total income,Median income (excluding zeros),units,21300.0
1198804,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,43600.0
1198879,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,16 years and over,Total income,Median income (excluding zeros),units,49800.0
1198954,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,16 years and over,Total income,Median income (excluding zeros),units,38200.0
1199029,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,12400.0
1199104,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,16 to 24 years,Total income,Median income (excluding zeros),units,11900.0
1199179,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,16 to 24 years,Total income,Median income (excluding zeros),units,12600.0
1199254,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,56400.0
1199329,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,25 to 54 years,Total income,Median income (excluding zeros),units,63400.0
1199404,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,25 to 54 years,Total income,Median income (excluding zeros),units,49400.0
1199479,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,43700.0
1199554,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,25 to 34 years,Total income,Median income (excluding zeros),units,43700.0
1199629,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,25 to 34 years,Total income,Median income (excluding zeros),units,43700.0
1199704,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,60500.0
1199779,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,35 to 44 years,Total income,Median income (excluding zeros),units,83200.0
1199854,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,35 to 44 years,Total income,Median income (excluding zeros),units,43400.0
1199929,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,63500.0
1200004,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,45 to 54 years,Total income,Median income (excluding zeros),units,74800.0
1200079,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,45 to 54 years,Total income,Median income (excluding zeros),units,60400.0
1200154,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,46000.0
1200229,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,55 to 64 years,Total income,Median income (excluding zeros),units,55600.0
1200304,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,55 to 64 years,Total income,Median income (excluding zeros),units,36700.0
1200379,2007,"Ottawa-Gatineau, Ontario/Quebec",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,34000.0
1200454,2007,"Ottawa-Gatineau, Ontario/Quebec",Males,65 years and over,Total income,Median income (excluding zeros),units,46600.0
1200529,2007,"Ottawa-Gatineau, Ontario/Quebec",Females,65 years and over,Total income,Median income (excluding zeros),units,28400.0
1200604,2007,"Toronto, Ontario",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,31200.0
1200679,2007,"Toronto, Ontario",Males,16 years and over,Total income,Median income (excluding zeros),units,37600.0
1200754,2007,"Toronto, Ontario",Females,16 years and over,Total income,Median income (excluding zeros),units,24500.0
1200829,2007,"Toronto, Ontario",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,9600.0
1200904,2007,"Toronto, Ontario",Males,16 to 24 years,Total income,Median income (excluding zeros),units,8900.0
1200979,2007,"Toronto, Ontario",Females,16 to 24 years,Total income,Median income (excluding zeros),units,10600.0
1201054,2007,"Toronto, Ontario",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,38700.0
1201129,2007,"Toronto, Ontario",Males,25 to 54 years,Total income,Median income (excluding zeros),units,47600.0
1201204,2007,"Toronto, Ontario",Females,25 to 54 years,Total income,Median income (excluding zeros),units,32100.0
1201279,2007,"Toronto, Ontario",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,36100.0
1201354,2007,"Toronto, Ontario",Males,25 to 34 years,Total income,Median income (excluding zeros),units,37800.0
1201429,2007,"Toronto, Ontario",Females,25 to 34 years,Total income,Median income (excluding zeros),units,32600.0
1201504,2007,"Toronto, Ontario",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,40100.0
1201579,2007,"Toronto, Ontario",Males,35 to 44 years,Total income,Median income (excluding zeros),units,51300.0
1201654,2007,"Toronto, Ontario",Females,35 to 44 years,Total income,Median income (excluding zeros),units,33800.0
1201729,2007,"Toronto, Ontario",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,41300.0
1201804,2007,"Toronto, Ontario",Males,45 to 54 years,Total income,Median income (excluding zeros),units,51800.0
1201879,2007,"Toronto, Ontario",Females,45 to 54 years,Total income,Median income (excluding zeros),units,30500.0
1201954,2007,"Toronto, Ontario",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,37600.0
1202029,2007,"Toronto, Ontario",Males,55 to 64 years,Total income,Median income (excluding zeros),units,52900.0
1202104,2007,"Toronto, Ontario",Females,55 to 64 years,Total income,Median income (excluding zeros),units,26800.0
1202179,2007,"Toronto, Ontario",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,26200.0
1202254,2007,"Toronto, Ontario",Males,65 years and over,Total income,Median income (excluding zeros),units,32800.0
1202329,2007,"Toronto, Ontario",Females,65 years and over,Total income,Median income (excluding zeros),units,22900.0
1202404,2007,"Winnipeg, Manitoba",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,32700.0
1202479,2007,"Winnipeg, Manitoba",Males,16 years and over,Total income,Median income (excluding zeros),units,41400.0
1202554,2007,"Winnipeg, Manitoba",Females,16 years and over,Total income,Median income (excluding zeros),units,26200.0
1202629,2007,"Winnipeg, Manitoba",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,12900.0
1202704,2007,"Winnipeg, Manitoba",Males,16 to 24 years,Total income,Median income (excluding zeros),units,13300.0
1202779,2007,"Winnipeg, Manitoba",Females,16 to 24 years,Total income,Median income (excluding zeros),units,12300.0
1202854,2007,"Winnipeg, Manitoba",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,41800.0
1202929,2007,"Winnipeg, Manitoba",Males,25 to 54 years,Total income,Median income (excluding zeros),units,49000.0
1203004,2007,"Winnipeg, Manitoba",Females,25 to 54 years,Total income,Median income (excluding zeros),units,36000.0
1203079,2007,"Winnipeg, Manitoba",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,34300.0
1203154,2007,"Winnipeg, Manitoba",Males,25 to 34 years,Total income,Median income (excluding zeros),units,41800.0
1203229,2007,"Winnipeg, Manitoba",Females,25 to 34 years,Total income,Median income (excluding zeros),units,30200.0
1203304,2007,"Winnipeg, Manitoba",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,43800.0
1203379,2007,"Winnipeg, Manitoba",Males,35 to 44 years,Total income,Median income (excluding zeros),units,54400.0
1203454,2007,"Winnipeg, Manitoba",Females,35 to 44 years,Total income,Median income (excluding zeros),units,37400.0
1203529,2007,"Winnipeg, Manitoba",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,45700.0
1203604,2007,"Winnipeg, Manitoba",Males,45 to 54 years,Total income,Median income (excluding zeros),units,54400.0
1203679,2007,"Winnipeg, Manitoba",Females,45 to 54 years,Total income,Median income (excluding zeros),units,41900.0
1203754,2007,"Winnipeg, Manitoba",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,36500.0
1203829,2007,"Winnipeg, Manitoba",Males,55 to 64 years,Total income,Median income (excluding zeros),units,46100.0
1203904,2007,"Winnipeg, Manitoba",Females,55 to 64 years,Total income,Median income (excluding zeros),units,27100.0
1203979,2007,"Winnipeg, Manitoba",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,25800.0
1204054,2007,"Winnipeg, Manitoba",Males,65 years and over,Total income,Median income (excluding zeros),units,38700.0
1204129,2007,"Winnipeg, Manitoba",Females,65 years and over,Total income,Median income (excluding zeros),units,22000.0
1204204,2007,"Calgary, Alberta",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,40600.0
1204279,2007,"Calgary, Alberta",Males,16 years and over,Total income,Median income (excluding zeros),units,52000.0
1204354,2007,"Calgary, Alberta",Females,16 years and over,Total income,Median income (excluding zeros),units,30600.0
1204429,2007,"Calgary, Alberta",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,13600.0
1204504,2007,"Calgary, Alberta",Males,16 to 24 years,Total income,Median income (excluding zeros),units,14000.0
1204579,2007,"Calgary, Alberta",Females,16 to 24 years,Total income,Median income (excluding zeros),units,12800.0
1204654,2007,"Calgary, Alberta",Both sexes,25 to 54 years,Total income,Median income (excluding zeros),units,52500.0
1204729,2007,"Calgary, Alberta",Males,25 to 54 years,Total income,Median income (excluding zeros),units,65600.0
1204804,2007,"Calgary, Alberta",Females,25 to 54 years,Total income,Median income (excluding zeros),units,42500.0
1204879,2007,"Calgary, Alberta",Both sexes,25 to 34 years,Total income,Median income (excluding zeros),units,45100.0
1204954,2007,"Calgary, Alberta",Males,25 to 34 years,Total income,Median income (excluding zeros),units,50600.0
1205029,2007,"Calgary, Alberta",Females,25 to 34 years,Total income,Median income (excluding zeros),units,39900.0
1205104,2007,"Calgary, Alberta",Both sexes,35 to 44 years,Total income,Median income (excluding zeros),units,55700.0
1205179,2007,"Calgary, Alberta",Males,35 to 44 years,Total income,Median income (excluding zeros),units,67100.0
1205254,2007,"Calgary, Alberta",Females,35 to 44 years,Total income,Median income (excluding zeros),units,42500.0
1205329,2007,"Calgary, Alberta",Both sexes,45 to 54 years,Total income,Median income (excluding zeros),units,60600.0
1205404,2007,"Calgary, Alberta",Males,45 to 54 years,Total income,Median income (excluding zeros),units,73000.0
1205479,2007,"Calgary, Alberta",Females,45 to 54 years,Total income,Median income (excluding zeros),units,50000.0
1205554,2007,"Calgary, Alberta",Both sexes,55 to 64 years,Total income,Median income (excluding zeros),units,40800.0
1205629,2007,"Calgary, Alberta",Males,55 to 64 years,Total income,Median income (excluding zeros),units,49400.0
1205704,2007,"Calgary, Alberta",Females,55 to 64 years,Total income,Median income (excluding zeros),units,34300.0
1205779,2007,"Calgary, Alberta",Both sexes,65 years and over,Total income,Median income (excluding zeros),units,28200.0
1205854,2007,"Calgary, Alberta",Males,65 years and over,Total income,Median income (excluding zeros),units,36700.0
1205929,2007,"Calgary, Alberta",Females,65 years and over,Total income,Median income (excluding zeros),units,25100.0
1206004,2007,"Edmonton, Alberta",Both sexes,16 years and over,Total income,Median income (excluding zeros),units,41900.0
1206079,2007,"Edmonton, Alberta",Males,16 years and over,Total income,Median income (excluding zeros),units,54600.0
1206154,2007,"Edmonton, Alberta",Females,16 years and over,Total income,Median income (excluding zeros),units,31400.0
1206229,2007,"Edmonton, Alberta",Both sexes,16 to 24 years,Total income,Median income (excluding zeros),units,14400.0
1206304,2007,"Edmonton, Alberta",Males,16 to 24 years,Total income,Median income (excluding zeros),units,14900.0
1206379,2007,"Edmonton, Alberta",Females,16 to 24 years,Total income,Median income (excluding zeros),units,14400.0
